customer_id,city,state,audience_segment,gender,age_group
CU00036892,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00036893,Bangalore,Karnataka,Parents,Male,45-54
CU00036894,Pune,Maharashtra,Gamers,Male,55+
CU00036895,Bangalore,Karnataka,Young Professionals,Male,45-54
CU00036896,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00036897,Hyderabad,Telangana,Gamers,Male,25-34
CU00036898,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00036899,Bangalore,Karnataka,Students,Female,35-44
CU00036900,Delhi,Delhi,Parents,Male,45-54
CU00036901,Mumbai,Maharashtra,Corporate,Male,45-54
CU00036902,Hyderabad,Telangana,Students,Male,18-24
CU00036903,Bangalore,Karnataka,Parents,Female,25-34
CU00036904,Bangalore,Karnataka,Parents,Male,25-34
CU00036905,Mumbai,Maharashtra,Parents,Male,35-44
CU00036906,Delhi,Delhi,Young Professionals,Male,25-34
CU00036907,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00036908,Hyderabad,Telangana,Parents,Female,45-54
CU00036909,Pune,Maharashtra,Young Professionals,Male,18-24
CU00036910,Mumbai,Maharashtra,Students,Female,35-44
CU00036911,Chennai,Tamil Nadu,Young Professionals,Male,45-54
CU00036912,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00036913,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,35-44
CU00036914,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00036915,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00036916,Pune,Maharashtra,Parents,Female,25-34
CU00036917,Mumbai,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00036918,Mumbai,Maharashtra,Young Professionals,Female,18-24
CU00036919,Hyderabad,Telangana,Parents,Female,18-24
CU00036920,Delhi,Delhi,Parents,Male,35-44
CU00036921,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00036922,Chennai,Tamil Nadu,Gamers,Male,35-44
CU00036923,Chennai,Tamil Nadu,Corporate,Male,45-54
CU00036924,Delhi,Delhi,Parents,Female,45-54
CU00036925,Kolkata,West Bengal,Students,Male,18-24
CU00036926,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00036927,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00036928,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00036929,Bangalore,Karnataka,Young Professionals,Female,18-24
CU00036930,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00036931,Chennai,Tamil Nadu,Parents,Male,45-54
CU00036932,Hyderabad,Telangana,Gamers,Male,55+
CU00036933,Pune,Maharashtra,Fitness Enthusiasts,Female,45-54
CU00036934,Delhi,Delhi,Young Professionals,Female,25-34
CU00036935,Bangalore,Karnataka,Parents,Female,25-34
CU00036936,Hyderabad,Telangana,Gamers,Male,25-34
CU00036937,Bangalore,Karnataka,Fitness Enthusiasts,Male,35-44
CU00036938,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00036939,Pune,Maharashtra,Young Professionals,Female,35-44
CU00036940,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00036941,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00036942,Delhi,Delhi,Gamers,Male,25-34
CU00036943,Mumbai,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00036944,Delhi,Delhi,Students,Male,35-44
CU00036945,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00036946,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00036947,Hyderabad,Telangana,Gamers,Female,25-34
CU00036948,Mumbai,Maharashtra,Parents,Female,35-44
CU00036949,Chennai,Tamil Nadu,Parents,Male,45-54
CU00036950,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,35-44
CU00036951,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00036952,Delhi,Delhi,Young Professionals,Male,25-34
CU00036953,Chennai,Tamil Nadu,Students,Male,45-54
CU00036954,Pune,Maharashtra,Corporate,Female,18-24
CU00036955,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00036956,Pune,Maharashtra,Gamers,Male,45-54
CU00036957,Kolkata,West Bengal,Parents,Male,18-24
CU00036958,Pune,Maharashtra,Parents,Female,45-54
CU00036959,Hyderabad,Telangana,Students,Male,35-44
CU00036960,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00036961,Kolkata,West Bengal,Parents,Female,35-44
CU00036962,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00036963,Kolkata,West Bengal,Students,Female,25-34
CU00036964,Pune,Maharashtra,Parents,Male,18-24
CU00036965,Mumbai,Maharashtra,Fitness Enthusiasts,Female,45-54
CU00036966,Hyderabad,Telangana,Young Professionals,Female,18-24
CU00036967,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,35-44
CU00036968,Hyderabad,Telangana,Parents,Female,35-44
CU00036969,Pune,Maharashtra,Students,Male,25-34
CU00036970,Kolkata,West Bengal,Parents,Male,25-34
CU00036971,Mumbai,Maharashtra,Young Professionals,Female,35-44
CU00036972,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00036973,Bangalore,Karnataka,Students,Female,18-24
CU00036974,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00036975,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,35-44
CU00036976,Mumbai,Maharashtra,Gamers,Male,25-34
CU00036977,Hyderabad,Telangana,Parents,Female,25-34
CU00036978,Pune,Maharashtra,Students,Female,45-54
CU00036979,Chennai,Tamil Nadu,Parents,Female,25-34
CU00036980,Kolkata,West Bengal,Gamers,Female,35-44
CU00036981,Hyderabad,Telangana,Gamers,Female,25-34
CU00036982,Mumbai,Maharashtra,Parents,Female,55+
CU00036983,Kolkata,West Bengal,Corporate,Female,35-44
CU00036984,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00036985,Bangalore,Karnataka,Fitness Enthusiasts,Male,55+
CU00036986,Pune,Maharashtra,Corporate,Female,35-44
CU00036987,Kolkata,West Bengal,Students,Male,18-24
CU00036988,Delhi,Delhi,Young Professionals,Female,45-54
CU00036989,Bangalore,Karnataka,Parents,Male,35-44
CU00036990,Pune,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00036991,Bangalore,Karnataka,Students,Female,55+
CU00036992,Hyderabad,Telangana,Parents,Female,45-54
CU00036993,Chennai,Tamil Nadu,Parents,Male,35-44
CU00036994,Delhi,Delhi,Young Professionals,Male,25-34
CU00036995,Bangalore,Karnataka,Students,Female,18-24
CU00036996,Hyderabad,Telangana,Gamers,Male,25-34
CU00036997,Kolkata,West Bengal,Fitness Enthusiasts,Female,35-44
CU00036998,Mumbai,Maharashtra,Young Professionals,Female,18-24
CU00036999,Hyderabad,Telangana,Parents,Female,25-34
CU00037000,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00037001,Delhi,Delhi,Fitness Enthusiasts,Male,35-44
CU00037002,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00037003,Bangalore,Karnataka,Parents,Female,35-44
CU00037004,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00037005,Bangalore,Karnataka,Students,Female,35-44
CU00037006,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037007,Mumbai,Maharashtra,Parents,Female,25-34
CU00037008,Delhi,Delhi,Parents,Male,18-24
CU00037009,Delhi,Delhi,Parents,Female,25-34
CU00037010,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,45-54
CU00037011,Mumbai,Maharashtra,Students,Female,18-24
CU00037012,Pune,Maharashtra,Young Professionals,Male,35-44
CU00037013,Bangalore,Karnataka,Corporate,Female,25-34
CU00037014,Pune,Maharashtra,Young Professionals,Male,55+
CU00037015,Chennai,Tamil Nadu,Students,Male,55+
CU00037016,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037017,Kolkata,West Bengal,Fitness Enthusiasts,Female,18-24
CU00037018,Hyderabad,Telangana,Students,Male,18-24
CU00037019,Pune,Maharashtra,Parents,Male,25-34
CU00037020,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00037021,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00037022,Delhi,Delhi,Parents,Male,45-54
CU00037023,Chennai,Tamil Nadu,Students,Female,25-34
CU00037024,Pune,Maharashtra,Young Professionals,Female,18-24
CU00037025,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,35-44
CU00037026,Bangalore,Karnataka,Students,Female,45-54
CU00037027,Bangalore,Karnataka,Parents,Male,25-34
CU00037028,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00037029,Chennai,Tamil Nadu,Students,Male,35-44
CU00037030,Pune,Maharashtra,Students,Female,35-44
CU00037031,Delhi,Delhi,Gamers,Male,25-34
CU00037032,Pune,Maharashtra,Students,Male,45-54
CU00037033,Mumbai,Maharashtra,Fitness Enthusiasts,Female,55+
CU00037034,Kolkata,West Bengal,Corporate,Female,55+
CU00037035,Mumbai,Maharashtra,Students,Female,18-24
CU00037036,Pune,Maharashtra,Parents,Female,18-24
CU00037037,Mumbai,Maharashtra,Gamers,Male,35-44
CU00037038,Chennai,Tamil Nadu,Young Professionals,Male,45-54
CU00037039,Bangalore,Karnataka,Gamers,Female,35-44
CU00037040,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00037041,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,35-44
CU00037042,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,18-24
CU00037043,Mumbai,Maharashtra,Parents,Female,35-44
CU00037044,Mumbai,Maharashtra,Students,Male,18-24
CU00037045,Kolkata,West Bengal,Fitness Enthusiasts,Male,45-54
CU00037046,Chennai,Tamil Nadu,Gamers,Female,25-34
CU00037047,Chennai,Tamil Nadu,Parents,Male,35-44
CU00037048,Bangalore,Karnataka,Parents,Male,18-24
CU00037049,Hyderabad,Telangana,Fitness Enthusiasts,Female,35-44
CU00037050,Pune,Maharashtra,Young Professionals,Female,35-44
CU00037051,Pune,Maharashtra,Young Professionals,Female,25-34
CU00037052,Hyderabad,Telangana,Fitness Enthusiasts,Female,18-24
CU00037053,Kolkata,West Bengal,Fitness Enthusiasts,Female,18-24
CU00037054,Hyderabad,Telangana,Gamers,Female,18-24
CU00037055,Delhi,Delhi,Young Professionals,Female,45-54
CU00037056,Delhi,Delhi,Young Professionals,Female,45-54
CU00037057,Bangalore,Karnataka,Students,Male,25-34
CU00037058,Bangalore,Karnataka,Students,Female,18-24
CU00037059,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00037060,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00037061,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037062,Kolkata,West Bengal,Parents,Male,55+
CU00037063,Pune,Maharashtra,Young Professionals,Female,25-34
CU00037064,Delhi,Delhi,Students,Female,18-24
CU00037065,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00037066,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00037067,Pune,Maharashtra,Young Professionals,Male,55+
CU00037068,Mumbai,Maharashtra,Parents,Male,25-34
CU00037069,Kolkata,West Bengal,Gamers,Male,55+
CU00037070,Bangalore,Karnataka,Parents,Female,18-24
CU00037071,Kolkata,West Bengal,Students,Female,25-34
CU00037072,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037073,Pune,Maharashtra,Gamers,Female,18-24
CU00037074,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00037075,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037076,Kolkata,West Bengal,Gamers,Male,45-54
CU00037077,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00037078,Bangalore,Karnataka,Parents,Male,25-34
CU00037079,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00037080,Delhi,Delhi,Young Professionals,Female,25-34
CU00037081,Chennai,Tamil Nadu,Parents,Male,18-24
CU00037082,Bangalore,Karnataka,Students,Female,45-54
CU00037083,Hyderabad,Telangana,Parents,Female,18-24
CU00037084,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00037085,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00037086,Kolkata,West Bengal,Parents,Female,18-24
CU00037087,Kolkata,West Bengal,Fitness Enthusiasts,Male,25-34
CU00037088,Chennai,Tamil Nadu,Students,Male,25-34
CU00037089,Hyderabad,Telangana,Fitness Enthusiasts,Female,18-24
CU00037090,Bangalore,Karnataka,Fitness Enthusiasts,Male,18-24
CU00037091,Hyderabad,Telangana,Young Professionals,Female,55+
CU00037092,Chennai,Tamil Nadu,Parents,Female,18-24
CU00037093,Delhi,Delhi,Parents,Female,35-44
CU00037094,Bangalore,Karnataka,Students,Female,35-44
CU00037095,Hyderabad,Telangana,Parents,Female,55+
CU00037096,Pune,Maharashtra,Parents,Male,25-34
CU00037097,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00037098,Pune,Maharashtra,Gamers,Female,18-24
CU00037099,Chennai,Tamil Nadu,Gamers,Male,45-54
CU00037100,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00037101,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,45-54
CU00037102,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00037103,Delhi,Delhi,Fitness Enthusiasts,Female,35-44
CU00037104,Delhi,Delhi,Students,Female,45-54
CU00037105,Pune,Maharashtra,Students,Female,45-54
CU00037106,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00037107,Hyderabad,Telangana,Parents,Female,18-24
CU00037108,Hyderabad,Telangana,Students,Male,35-44
CU00037109,Bangalore,Karnataka,Gamers,Female,25-34
CU00037110,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00037111,Kolkata,West Bengal,Fitness Enthusiasts,Female,35-44
CU00037112,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037113,Pune,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00037114,Mumbai,Maharashtra,Fitness Enthusiasts,Male,45-54
CU00037115,Hyderabad,Telangana,Fitness Enthusiasts,Male,25-34
CU00037116,Delhi,Delhi,Young Professionals,Male,18-24
CU00037117,Pune,Maharashtra,Gamers,Female,45-54
CU00037118,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00037119,Chennai,Tamil Nadu,Gamers,Male,35-44
CU00037120,Mumbai,Maharashtra,Gamers,Male,55+
CU00037121,Bangalore,Karnataka,Students,Female,18-24
CU00037122,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00037123,Bangalore,Karnataka,Parents,Male,18-24
CU00037124,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00037125,Kolkata,West Bengal,Gamers,Female,25-34
CU00037126,Bangalore,Karnataka,Students,Male,25-34
CU00037127,Hyderabad,Telangana,Students,Male,45-54
CU00037128,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00037129,Delhi,Delhi,Young Professionals,Male,18-24
CU00037130,Bangalore,Karnataka,Students,Male,55+
CU00037131,Mumbai,Maharashtra,Parents,Male,25-34
CU00037132,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00037133,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00037134,Delhi,Delhi,Young Professionals,Female,35-44
CU00037135,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00037136,Hyderabad,Telangana,Gamers,Male,55+
CU00037137,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00037138,Mumbai,Maharashtra,Parents,Male,45-54
CU00037139,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00037140,Hyderabad,Telangana,Gamers,Male,25-34
CU00037141,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00037142,Pune,Maharashtra,Young Professionals,Female,45-54
CU00037143,Pune,Maharashtra,Young Professionals,Male,25-34
CU00037144,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00037145,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00037146,Mumbai,Maharashtra,Young Professionals,Female,45-54
CU00037147,Pune,Maharashtra,Students,Female,45-54
CU00037148,Chennai,Tamil Nadu,Corporate,Female,45-54
CU00037149,Hyderabad,Telangana,Parents,Male,35-44
CU00037150,Hyderabad,Telangana,Parents,Male,45-54
CU00037151,Kolkata,West Bengal,Fitness Enthusiasts,Male,45-54
CU00037152,Pune,Maharashtra,Parents,Male,35-44
CU00037153,Delhi,Delhi,Fitness Enthusiasts,Female,35-44
CU00037154,Chennai,Tamil Nadu,Parents,Male,18-24
CU00037155,Pune,Maharashtra,Young Professionals,Male,55+
CU00037156,Delhi,Delhi,Gamers,Female,45-54
CU00037157,Chennai,Tamil Nadu,Parents,Male,45-54
CU00037158,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00037159,Bangalore,Karnataka,Gamers,Male,45-54
CU00037160,Hyderabad,Telangana,Students,Male,55+
CU00037161,Mumbai,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00037162,Kolkata,West Bengal,Students,Male,35-44
CU00037163,Kolkata,West Bengal,Corporate,Female,35-44
CU00037164,Delhi,Delhi,Parents,Male,25-34
CU00037165,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00037166,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00037167,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00037168,Kolkata,West Bengal,Gamers,Female,18-24
CU00037169,Delhi,Delhi,Fitness Enthusiasts,Male,25-34
CU00037170,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00037171,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037172,Hyderabad,Telangana,Parents,Male,25-34
CU00037173,Delhi,Delhi,Students,Male,25-34
CU00037174,Mumbai,Maharashtra,Gamers,Female,25-34
CU00037175,Bangalore,Karnataka,Students,Female,35-44
CU00037176,Kolkata,West Bengal,Corporate,Female,18-24
CU00037177,Pune,Maharashtra,Gamers,Male,18-24
CU00037178,Chennai,Tamil Nadu,Young Professionals,Female,45-54
CU00037179,Delhi,Delhi,Parents,Female,25-34
CU00037180,Delhi,Delhi,Parents,Male,25-34
CU00037181,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00037182,Delhi,Delhi,Gamers,Female,45-54
CU00037183,Delhi,Delhi,Fitness Enthusiasts,Male,55+
CU00037184,Pune,Maharashtra,Parents,Female,35-44
CU00037185,Kolkata,West Bengal,Gamers,Female,25-34
CU00037186,Pune,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00037187,Pune,Maharashtra,Parents,Male,25-34
CU00037188,Chennai,Tamil Nadu,Parents,Female,35-44
CU00037189,Mumbai,Maharashtra,Parents,Male,25-34
CU00037190,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00037191,Delhi,Delhi,Young Professionals,Male,18-24
CU00037192,Pune,Maharashtra,Young Professionals,Male,35-44
CU00037193,Hyderabad,Telangana,Fitness Enthusiasts,Male,18-24
CU00037194,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037195,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00037196,Kolkata,West Bengal,Parents,Male,45-54
CU00037197,Delhi,Delhi,Corporate,Female,45-54
CU00037198,Mumbai,Maharashtra,Parents,Male,25-34
CU00037199,Kolkata,West Bengal,Parents,Female,25-34
CU00037200,Delhi,Delhi,Gamers,Male,25-34
CU00037201,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00037202,Delhi,Delhi,Students,Female,35-44
CU00037203,Chennai,Tamil Nadu,Parents,Female,45-54
CU00037204,Kolkata,West Bengal,Fitness Enthusiasts,Male,18-24
CU00037205,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00037206,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00037207,Delhi,Delhi,Parents,Female,55+
CU00037208,Hyderabad,Telangana,Young Professionals,Female,18-24
CU00037209,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037210,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00037211,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00037212,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00037213,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00037214,Delhi,Delhi,Fitness Enthusiasts,Male,25-34
CU00037215,Delhi,Delhi,Fitness Enthusiasts,Male,55+
CU00037216,Hyderabad,Telangana,Students,Male,25-34
CU00037217,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00037218,Pune,Maharashtra,Corporate,Male,35-44
CU00037219,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00037220,Pune,Maharashtra,Gamers,Male,25-34
CU00037221,Hyderabad,Telangana,Fitness Enthusiasts,Female,45-54
CU00037222,Pune,Maharashtra,Parents,Female,35-44
CU00037223,Kolkata,West Bengal,Parents,Male,25-34
CU00037224,Hyderabad,Telangana,Fitness Enthusiasts,Female,18-24
CU00037225,Bangalore,Karnataka,Fitness Enthusiasts,Male,18-24
CU00037226,Chennai,Tamil Nadu,Corporate,Female,25-34
CU00037227,Delhi,Delhi,Fitness Enthusiasts,Male,18-24
CU00037228,Mumbai,Maharashtra,Gamers,Male,45-54
CU00037229,Pune,Maharashtra,Young Professionals,Female,55+
CU00037230,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00037231,Kolkata,West Bengal,Fitness Enthusiasts,Female,35-44
CU00037232,Pune,Maharashtra,Gamers,Female,18-24
CU00037233,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00037234,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00037235,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00037236,Hyderabad,Telangana,Fitness Enthusiasts,Female,35-44
CU00037237,Chennai,Tamil Nadu,Parents,Male,45-54
CU00037238,Kolkata,West Bengal,Parents,Female,35-44
CU00037239,Pune,Maharashtra,Parents,Female,25-34
CU00037240,Hyderabad,Telangana,Students,Female,35-44
CU00037241,Pune,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00037242,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00037243,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00037244,Delhi,Delhi,Students,Female,25-34
CU00037245,Kolkata,West Bengal,Fitness Enthusiasts,Male,18-24
CU00037246,Chennai,Tamil Nadu,Parents,Male,55+
CU00037247,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00037248,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037249,Delhi,Delhi,Corporate,Male,45-54
CU00037250,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00037251,Kolkata,West Bengal,Fitness Enthusiasts,Female,35-44
CU00037252,Hyderabad,Telangana,Fitness Enthusiasts,Female,45-54
CU00037253,Chennai,Tamil Nadu,Gamers,Male,35-44
CU00037254,Pune,Maharashtra,Young Professionals,Male,25-34
CU00037255,Delhi,Delhi,Parents,Male,45-54
CU00037256,Bangalore,Karnataka,Students,Male,18-24
CU00037257,Delhi,Delhi,Young Professionals,Male,35-44
CU00037258,Mumbai,Maharashtra,Fitness Enthusiasts,Female,18-24
CU00037259,Delhi,Delhi,Fitness Enthusiasts,Male,35-44
CU00037260,Hyderabad,Telangana,Young Professionals,Male,18-24
CU00037261,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00037262,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00037263,Kolkata,West Bengal,Fitness Enthusiasts,Male,25-34
CU00037264,Mumbai,Maharashtra,Students,Male,35-44
CU00037265,Delhi,Delhi,Young Professionals,Female,25-34
CU00037266,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00037267,Hyderabad,Telangana,Parents,Male,35-44
CU00037268,Mumbai,Maharashtra,Young Professionals,Female,35-44
CU00037269,Mumbai,Maharashtra,Fitness Enthusiasts,Female,55+
CU00037270,Pune,Maharashtra,Young Professionals,Female,18-24
CU00037271,Pune,Maharashtra,Parents,Male,18-24
CU00037272,Hyderabad,Telangana,Parents,Female,55+
CU00037273,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00037274,Chennai,Tamil Nadu,Students,Male,35-44
CU00037275,Kolkata,West Bengal,Students,Male,45-54
CU00037276,Mumbai,Maharashtra,Parents,Female,18-24
CU00037277,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00037278,Hyderabad,Telangana,Students,Female,18-24
CU00037279,Bangalore,Karnataka,Fitness Enthusiasts,Male,18-24
CU00037280,Mumbai,Maharashtra,Parents,Female,45-54
CU00037281,Delhi,Delhi,Fitness Enthusiasts,Male,45-54
CU00037282,Pune,Maharashtra,Gamers,Male,35-44
CU00037283,Kolkata,West Bengal,Students,Female,18-24
CU00037284,Hyderabad,Telangana,Corporate,Female,35-44
CU00037285,Bangalore,Karnataka,Young Professionals,Male,55+
CU00037286,Kolkata,West Bengal,Students,Male,25-34
CU00037287,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00037288,Bangalore,Karnataka,Gamers,Female,18-24
CU00037289,Delhi,Delhi,Fitness Enthusiasts,Female,25-34
CU00037290,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00037291,Delhi,Delhi,Fitness Enthusiasts,Female,25-34
CU00037292,Bangalore,Karnataka,Students,Female,25-34
CU00037293,Hyderabad,Telangana,Young Professionals,Male,18-24
CU00037294,Pune,Maharashtra,Gamers,Female,25-34
CU00037295,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037296,Mumbai,Maharashtra,Parents,Female,55+
CU00037297,Mumbai,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00037298,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00037299,Bangalore,Karnataka,Young Professionals,Female,18-24
CU00037300,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00037301,Mumbai,Maharashtra,Corporate,Female,35-44
CU00037302,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00037303,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00037304,Pune,Maharashtra,Gamers,Male,18-24
CU00037305,Delhi,Delhi,Gamers,Male,25-34
CU00037306,Pune,Maharashtra,Young Professionals,Male,25-34
CU00037307,Pune,Maharashtra,Parents,Female,35-44
CU00037308,Mumbai,Maharashtra,Students,Female,25-34
CU00037309,Hyderabad,Telangana,Parents,Female,25-34
CU00037310,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037311,Mumbai,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00037312,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00037313,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00037314,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00037315,Bangalore,Karnataka,Parents,Male,18-24
CU00037316,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00037317,Delhi,Delhi,Young Professionals,Male,45-54
CU00037318,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00037319,Hyderabad,Telangana,Corporate,Male,25-34
CU00037320,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00037321,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00037322,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00037323,Bangalore,Karnataka,Students,Male,18-24
CU00037324,Bangalore,Karnataka,Parents,Female,45-54
CU00037325,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00037326,Chennai,Tamil Nadu,Parents,Male,25-34
CU00037327,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00037328,Kolkata,West Bengal,Students,Male,35-44
CU00037329,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00037330,Delhi,Delhi,Young Professionals,Male,25-34
CU00037331,Delhi,Delhi,Young Professionals,Male,35-44
CU00037332,Pune,Maharashtra,Young Professionals,Female,25-34
CU00037333,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,18-24
